"text","hate"
"*** Source: PEP",0
"Alam niyo ba na ipinagmamalaki ni Taggaoa na ilan sa mga alumni nila ay naging miyembro ng tulisang New people's Army (NPA).",0
"""Si Binay talaga boboto ko, para may taga hawak ng pera ko, mahirap na baka kung san pa mapunta eh"" -Sir Santos ????",1
"Please share your thoughts in the comment section below.",0
"#OnlyBinayParehoTayo nagaantay ng pagbabalik ng Binay! @VPJojoBinay @nancybinay @PartidoUNA @ricoquicho @ANCALERTS  https://t.co/xrXTEcbveO",0
"""Marunong po akong mamalengke, marunong po akong mamlantsa.""
-VP Binay

TANGINA MAG MAID KA NALANG NOGNOG!
#PiliPinasDebates2016",1
"Strange that the Binay family didnt venture into that kind of business...  Direct line for Epal moves... https://t.co/YRJogLstYm",1
"Ano yung mentor?",0
"Ang reaksyon ni Pauleen ay isang blangkong titig.",0
"""""Yun nga, kasi, talagang.",0
"It's Official!
MAR ROXAS po ang dadalhing PRESIDENTE ng grupong ANG DATING DAAN na pinapamunuan ng Presiding Minister na si Bro. Eli Soriano",0
"Pasimple ng umaakyat si Mar Roxas. Kinabukasan nyan number na siya hahahah ?????? #HalalanResults",1
"Dapat po syang dalhin sa DSWD para makausap at Kung pwede Lang Doon muna sya ilagay .Ng ilang buwan para malaman nya na masamaang kangyang gingawa..kausapin din Ang mga magulang kung bakit naging astang barumbado ang kanilang anak ..Sana nabantayan nila at naalagaan Ng husto .. Kung maaari Sana ..yong mga batang nasaktan Ng batang Yan eh ....mag demanda sila para mabigyan Ng kaukulan aksyon .. Naway magtanda na sya ..at pag bayaran lahat Ng ginawa Ng pananakit at sa magulang Ng batang Yan ..naway mabigyan din Ng tamang disiplina,"" sabi ni Z. Pagulayan.",1
"""Pagka pamilyado kang tao, dapat meron kang paninindigan kasi hindi ka pwedeng umasa.""",0
"YUNG 1K PO NA NASAYANG NAMIN SA PAG BABAYAD SA INYO , PAMBILI SANA YUN NG GAMOT , VITAMINS , AT PANGANGAILANGAN NG NANAY KO .",0
"Grabe talaga sila tsk tsk

DUTERTE TILL THE END

#NOTOMARROXAS https://t.co/cB1vYiJCbT",1
"Kaya nga, laking pasasalamat ni Codor na kahit may krisis ay hindi siya at ang kanyang pamilya maghihirap sa kawalan ng food supplies dahil nakapag-ipon sila ng maraming stock bago pa man ipatupad ang lockdown.",0
"kawawa naman itong mga Lalamove Rider, pinagtripan sila, may nagpabook po sa kanilang Magic pillow worth 4k tapos ang ibinigay na pangalan ay ""Rosalyn Agustin"" pero iba ang address walang nakatirang Rosalyn Agustin.. walang nagawa ang mga delivery rider kundi umuwi ng luhaan at pagod, abonado pa.. may krisis na nga nagagawa nyo pang manloko ng mga taong naghahanapbuhay ng marangal para lang sa pamilya tapos ganito ang trip nyo?",0
"Mar Roxas Mandurugas.  Bagay eh",1
"Source: News5 | GMA News | News5 | Inquirer | GMA News",0
"Ang caretaker ay walang ideya na si Esseler ay nakabalik na sa Pilipinas at inalerto ang mga pulis tungkol sa magiging pekeng transaksyon.",0
"Isa ba itong pakulo sa pagtakbo niya sa mid-term election o talagang nag-e-ehersisyo ito.",0
"Nakakainis talaga yung pagmamalinis ni Mar Roxas ?? Grrrr... Daang matuwid na puro salita kulang sa gawa ??",1
"Ayon sa balita, ang batang rapper ay isang 18 anyos na binatilyo na pala at kinilalang si Prince John Candelaria.",0
"All this tension makes me wanna start a bandwagon of Anarchists and start a riot infront of the palace if Roxas wins. #Halalan2016",1
"@AngeloJawili hala di naman dahil kay binay hahahaha :/",0
"Makati ang pinupuhunan lagi ni Binay. Patunay na wala siyang nagawa nung VP siya",1
"RT @OfacialDionisia: Ibinenta na ni @imdanielpadilla ang kaluluwa at kinabukasan ng mga kabataan kay Mar Roxas. Niber na nasilaw ang ALDUB …",1
"Gloc 9? Seryoso ka jan kay binay? Anu na nangyari? So lahat ng kanta mo ay basura na din pala? Sayang ka buy! Sayang!",1
"P210.19 ang nasa price tag ngunit sa resibo ay P214.72 na.Kwento ni Gonzales, habang nag-uusap sila ng cashier ay may isang babaeng nakikinig sa kanila na biglang umalis.",0
"‘GIVE IT UP, MAR, IF YOU CHEAT YOU’LL DESTROY THIS COUNTRY’ - An Open Letter To Mar Roxas https://t.co/74Yl0giPfM",1
"Binay Corrupt ? sino bang pulitiko ang hindi ? Ang alam lng eh magmalinis. 
HAHAHAHA
panget lang nung ad nya sa TV.",1
"""Umani ng samot saring mga papuri at pasasalamat mula sa mga naantig na mga netizens ang kabutihang ipinakita ng isang securty guard sa batang paslit.",0
"Mike: meron daw po kayong....
Binay: ha ha ha
Mike: di pa po ako tapos tumatawa na kayo. 

Shet si Sir Mike hahahaa
Basag. #WantedPresident",0
"Mar Roxas - PUTANG INA ANO BA TO!!! https://t.co/Xu3jJg9F94",1
"*",0
"Mar Roxas criticised for showing his receipt to the Media https://t.co/7qOznJdKv8",0
"Ang tanong ko lang po tama po ba ito?",0
"""Nognog para sa nognog"" excuse me di sunog balat ko ha wag kang mandamay binay",1
"Ito ay si Krista Miller, ang naging leading lady ni Cesar sa isang pelikula niya.",0
"Naging viral naman ang video sa Social Media kung saang nakita si Alkalde Richard Gomez na tinutuligsa ang Engineer ng NHA dahil sa naging kapabayaan nito nang binisita ang mismong lugar.",0
"Char!!",0
"RT @Dyan_Kanalang: #DyanKaMagaling Binay! Lakas gumasta kasi pera naman ng taumbayan no?  https://t.co/NNvnqySaQL",1
"Aming pong in-archive ang pagkakamali ng Inquirer, kaya kahit baguhin nila at itama ay hindi nila maitatanggi ang kanilang pagkakamali.",0
"@MayorKidPena  bayaran ang mga tao sa makati. Ang pay daraya sa balota.. Grabe sila binay. Sakim",1
"Stupid question.",1
"can't believe roxas and binay have more votes than miriam",1
"Mr. Binay and co. Kailangan namin ng sagot sa mga alegasyon sa inyo, hindi candy. Wag na pakulo pls. #Binay https://t.co/L3pT6CVgxM",1
"Why don't you withdraw your candidacy Mar Roxas. 

#DesperateMar #DU30forPresident2016",1
"shut up ka na lang mar roxas ?",1
"Nawiwindang si Kuya cameraman na naka-tripod steady shot kay Binay. Kung ako FD dun baka nabato ko ng headset ko si Binay kalalapit. Chos.",1
"ang layo ng mga sagot ni binay pota",1
"WOW Naghahanap ng kakampi si Binay hahahahaha https://t.co/dnjJP1VVMn",1
"Ibinahagi din nito sa mga awtoridad ang panggogoyo na nangyari sa kanya.",0
"Tatay ko maka Mar Roxas kase taga Capiz sya pero kami ng Nanay ko Duterte! ?? Punyeta, walang nagawa si Mar sa Capiz!!! 
#Eleksyon2016",1
"Okay lang kung indi si Mar basta si Poe lang, indi lang Duterte ah. Bastos nsa ya batasan",1
"Tang na tong friend ko MAR RO daw siya bukas. Akala ko mar roxas siya. MARcos ROdrigo pala. Lakas maka trip.",1
"Kung gusto niyong makita ang mga previous 2D LOTTO or EZ2 draws, i-click at pumunta lang sa link na ito.",0
"Kasalanan lahat to ni Binay. ????",1
"Source: ABS-CBN | Mark Lopez | Luminous",0
"Ngunit iilan lang ang nagagawang makapag-ipon dahil sa sari-saring dahilan na humahadlang sa marami para magawa ito ng matagumpay.",0
"Sa kuha sa closed-circuit-television camera ng barangay, makikitang naglalakad sa gilid ng kalsada ang biktima nang sunggaban ng isang suspek ang backpack niya.",0
"@Lawyer_Punk Nognog term is indiscriminately coined before Binay's definition. Paghamak for those less and underprivileged. It's misnomer!",1
"Kaysa lumabas ka, baka umikli pa buhay mo,"" sabi ni Senador Go.",0
"""Do you collect stickers for the planner?""

""Hindi ko function yan."" - VP Binay",1
"The tweet with the most impact of the 'Abby Binay' Trend, was published by @inquirerdotnet: http://t.co/ulbjCBbIqh (28 RTs) #trndnl",0
"RT @sofiadelcarmen: The Binay commercial featuring oppressed/marginalized Filipinos being called nognog is plain stupid and outright rude. …",1
"""Syempre, di pa din dapat pabayaan ang studies.",0
"(both my pros & cons) Pag may mga acne ang skin kita padin yan sa makeup kase yan na ung base natin.",0
"Atong said if the alleged affairs were real, he wouldn't bring the Barrettos and his family together.",0
"RT @v_vangogh: my disgust with Binay started when he made his wife ran &amp; took his place. Alam mo n agad na ganid s pera/power. https://t.co…",1
"The ""magikero."" Binay: Ronnie Puno is a campaign adviser https://t.co/qzBRgAiu5o #PHvote https://t.co/knul9NGpLd",0
"Nakakainis panoorin tong Anti-Binay Ads lalo na pag alam mo na yung mga pondo ng Pinas ang ginamit para dyan.
#ALDUBYouGoodbye",1
"Atty. Bondal: Kung ano-anong ads ni VP Binay ang lumalabas sa TV, ""Nognog"", ""pandak""... pero hindi niya inaamin na magnanakaw siya.",1
"Godbless!",0
"""This will be the eye-opener.",0
"Nung una nognog, ngaun namn pandak..wag mo nga kami idamay Binay...try mo naman, ""sino ba ang corrupt?!""..
#NoToBinay",1
"#DU30 #Election2016 #BilangPilipino 
KAKARMAHIN KA ROXAS HINTAYIN MO LANG ??????",1
"Only binay...sino pa ba? SI MIRIAM! Leche! Wala kang kwenta binay hahahahaha",1
"Mar Roxas is talking about drugs in Davao and Makati. You're the DILG secretary remember? Isn't that failure on your part? Kagwang",1
"Ito rin ang hindi inaasahan ng karamihang netizens, na si Chelsey ay kasal na kay Rafael Sison at sila ay biniyayaan na ng isang anak na lalaki.",0
"Now watching Pilipinas Debates 2016. Grabe wala akong masabi sa pagka trapo ni Mar Roxas. I don't see an ounce of sincerity from him. Lol",1
"Tangina ni Binay napakalikot. Ilista sa standing yan.",1
"I'm worried that we're not giving Binay the attention he deserves bec. we're distracted by Du30. #NoToBinay #NoToDuterte",1
"Habang busy ang mga tao sa na-hack na COMELEC website si Binay walang tigil sa paninira amputa! Nog-Nog makisama ka naman kahit isang araw!",1
"Hala??? BOBO ba si Mar Roxas, or BOBO lang?

Boboto mo 'to? 
#BOBOorBOBO? (at Barangay Ususan) [pic] — https://t.co/J4Grniofkz",1
"Larawan kuha mula sa post ni Saycil Trazona Makikita sa video na kanyang ibinahagi, ang isang lalake dala ang isang water jar na lagayan ng binibentang juice na tila ay umigib ng tubig sa isang manhole na nasa kalsada.",0
"at Gustong Protektahan si Senator Delima.",0
"dahil dito nag hysterical umano siya kaya niya nagawang sigawan at bungangaan ang complainant at maging ang mga taong na sa lugar ng pinangyarihan.",0
"Pekeng bayani, pekeng paninindigan.

Mar Roxas po.",1
"@omgerieee hahahaahahhaaahahha 

Pinsan ni Jacob Black yan si Binay eh.. Binay Black",1
"Ansabe ko IATF Omnibus Guide dated 15 May 2020 Sec.",0
"Sa mura nyang edad, makikitaan eto ng potensyal dahil sa hilig neto sa nasabing laro.",0
"Abzonie Mendoza-Barotac Reño | Larawan kuha mula sa post ni Abzonie Sipag at Determinasyon!",0
"Binay Country my ass https://t.co/Bvkc1DTrX2",1
"Nothing wrong with that... but partnering with Binay? Yun ang maling-mali!  https://t.co/7MMGh7aQ2F",1
"Bawal touch n go.",0
"Napuri at nalait ng isang bagsakan si Binay dun sa bago niyang campaign ad. Meshekit. ?????",1
"teka nga, bale pipiliin nyo si Duterte over Santiago? naloko na",1
"Ngayong araw ay inatasan ni Pangulong Rodrigo Roa Duterte ang Philhealth na gawing boluntaryo lang ang paniningil nito sa mga OFWs.",0
"RT @aldrincredible: Kapag nanalo ang mga kandidatong katulad nina Mar Roxas, Binay at lalo na si Alma Moreno, ewan ko na lang kung anong ma…",1
"Just mind your own thing.",0
"Kung boboto kayo kay Binay. Dapat botohanin nyo din si Honasan. Kung hindi kayo magboto kay Honasan. Wag nyo... https://t.co/ey4MxGYfvO",1
"At kahit kung minsan ay nakakatanggap ng pangungutya ang matanda, hindi nya ito pinapansin at patuloy lamang sya sa kanyang pag-aaral.",0
"Daniel Padilla endorses Mar Roxas hay wrong move bruh smh",1
"may kulang sa advertisement ni binay walang ""kokey"" hahaha",1
"Dahil dito ay inulan naman ng mga positibong komento si Grace mula sa mga netizen na naka-basa sa kanyang kwento.",0
"Ang init ng tubig ay magpapahinahon sa mga kalamnan ng tiyan at bawasan ang sakit na nadarama dito.",0
"Pang MMK nanaman yung closing remarks ni Binay at Mar! Pwe! ????",1
"Gusto man naming kayong tulungan hindi po ‘yan parte ng medical concern na ginagawa ng assistance ng PCSO.",0
"VP Binay: Our economic agenda is simple - sustainable and shared economic growth",0
"Nognog pandak laki sa hirap yan si binay.????",1
"unsay tawag sa fans ni binay?

edi binayaran ??",1
"HHAHAHAHAHAHHAHHA di talaga Bias ang ABSCBN LOL. di maka MAR ROXAS at LENI R. (diko alam partylist nila :(( )",1
"Binay: Patuloy ang kahirapan dahil sa maling pamamahala @manila_bulletin",0
"#AlamNa ang mangyayari kay Binay. https://t.co/DfAJniuUKJ",0
"A very famous religious cult in the Philippines will vote for Duterte and Marcos. ?? If only I have the means to get out of this country. ??",1
"""Minsan, sabi ko, 'Honey, please.",0
"Roxas/Binay should be in the 5th spot not Miriam Defensor Santiago. -mycons

#DayaangDILAW",1
"Kailangan pang umabot sa ganito?",0
"Eto po ang magandang naidulot sa aking pagtatrabaho dito sa ibang bansa.",0
"‘Ang Pagiging Pangulo Po Ay RESPONSIBILIDAD, Hindi OPORTUNIDAD’ — Open Letter To Binay  https://t.co/CeycOCbPcN #OpenLetterToBinay",1
"Kapag nakita lang kita sa personal Mar Roxas papakain ko sayo yung mga bala na nahuli sa mga taong yun.",1
"RT @oiragasm: si binay ay nognog, pandak, laki sa hirap pero di tulad ng iba, siya ay nanggaling sa planet yekok",1
"Have you no compassion?",0
"TO SERVE ALL PEOPLE.",0
"Ngunit nang mapansin nyang hindi ito makakilos ng maayos, ay bigla nitong hinampas sa mukha ang hirap gumalaw na lola.",0
"Nakakatuwa at tunay na inspirasyon ang ganitong kwento sa bawat Pilipino.",0
"""Black propaganda"" . . . Nako Binay kasalanan mo to!",1
"Ngunit dahil sa mulat na siya sa ganitong istilo ay hindi na lamang niya ito binigyan ng pansin at minabuting hindi na lumingon upang makaiwas sa mga mapagsamantala.Imahe mula Kha Abarquez | FacebookImahe mula Kha Abarquez | FacebookDahil sa hindi nito pagpansin sa laway ng idinura sa kanyang balikat, may isang lalaking kumalabit sa kanya at sinabihan siyang ""ate may dura ka sa balikat mo"" dito na nakompirma ni Kha na siya na nga ang nakursunadahang b!kitm@hin ng mga kawatan.Pansamantalang ikinubli ang nararamdaman kaba, sinagot ni Kha ang lalaki at sinabing ""hayaan mo na kuya baba naman na ko"" sabay ngiti.Balot ng takot habang siya ay pilit na siniksiksik sa kanyang kinauupuan, piniling magsawalang kibo ni Kha at kalaunan ay bumaba na ang dalawang lalaki sa isang lugar na tinukoy ng binibini na Lacolina.Sa Facebook post ni Kha Abarquez ay ibinahagi niya ang litrato ng kanyang damit na may dura at ang isa pang post na nagpapa-alala na magingat sa mga ganitong klaseng m0dus.Basahin sa ibaba ang kanyang buong FB post:Imahe mula Kha Abarquez | FacebookNarito naman ang mga komento ng ilang netizens na nakaranas din ng kagaya ng kay Kha Abarquez:Imahe mula Kha Abarquez | FacebookSource: Kha Abarquez | Facebook",0
"@fearlessanj yung pcos machines nga sa gapo ate tinesting miriam at duterte nakashade pero roxas lumalabas. Pwe!",1
"(Bakit si Judge ang mag dedesisyon ng magiging atty.",0
"#Newsreport VP Binay, tinawag ng Malakanyang na eksperto sa Katiwalian I via @aileentaliping",0
"I do not care if Duterte losses. You can keep your Roxas, your Binay, and your Poe if they win. I still have Davao in the end.",0
"Joy Anne Perez / Photo credit to her Facebook account ""So sinusumbat mo yan??",0
"RT kimcharlenee: Nakakaasar yang PHILSTAR!!!! YUNG TOTOO BINAYARAN KAYO NI MAR? O NI BINAY?!! #BIASmedia",1
"Ipanganak mo sya sa panahong maunlad ang bansa at di nya dadanasin ang hirap.",0
"Nagsimulang dumami ang online sellers nang magkaroon ng pand*mya sa buong mundo.",0
"That Anti-Duterte TV Commercial only proves that Mayor Duterte's opponents are really desperate to take him down. DUTERTE TILL THE END",1
"Grabe, si @MARoxas ang nasa #Wantedpresident pero pati si vp binay merong advertisement.. #KopikoBLACK",1
"""Utang na 1 Million, gone just like that.",0
"Wag ka ng magtangka pumasok dahil makapasok ka man, ""out you go"" ang bubungad sayo.",0
"Ang sakit lang isipin na mas nauungusan ni Roxas at Binay si MDS ??",1
"[MEET THE PRESIDENTIABLES SERIES] VP Binay on taxation: ""I will push for lowering of corporate income… https://t.co/Ps21DexxzO",0
"Kasi hindi lang s'ya dito sa Bulacan tumutulong pati na rin po sa ibang lugar!✨May Lord bless you Kuya Sandy!",0
"Pekeng 500 pesos na may mukha ni Mar Roxas hahahahaha ??",1
"The most unprofessional candidate is no other than Mar Roxas #DayaangMatuwid",1
"IT IS NOT ABOUT THE RULES ANYMORE. IT IS ALL ABOUT KATHNIEL SUPPORTING MAR ROXAS. DON'T ACT LIKE YOU ARE CONCERENED ABOUT THE LAW!",1
"47 yrs daw po syang naging empleyado sa Shell (ang tagal, kasing tagal na ng kanyang sobrang kupas na suot na polo shirt at sumbrero).",0
"Punto ni Anne, sa halip na mag-rant sa social media, dapat ay idiretso ng mga taong ito ang kanilang reklamo sa kinauukulan upang maaksyunan.",0
"Ano kaya ang mararamdaman ng mga kritiko ng Duterte Administration sa artikulo na ito na mula sa CEO Magazine.?",0
"You are an amazing person!",0
"Mar Roxas? Nasaan ang daang matuwid mo kung ikaw mismo baluktot?",1
"BOBO PUTANGINA. BINAY MAMATAY KA NA",1
"Binay: Gago talaga ang current administration!!! 

(is part of the current administration) #PiliPinasDebates2016",1
"@Senyora ang puti ni Binay dito halatang naka Beauty Plus ????",1
"Bakit yung libel case ni Trillanes, may decision na! Yung mga charges sa mga Binay, wala pa?",0
"Yung crush ko parang si Binay lang, Nung nakita ko siya wala na akong ibang MAKITA.",1
"So at the time that Mr. Raffy Tulfo entered into a second marriage, his first marriage is still subsisting,"" paliwanag ni Atty.",0
"Ayon pa sa Punong Ehekutibo, ang bayaw umano ni Robredo ay isa sa nagdadala ng droga sa lugar.",0
"What a drama queen. Para kang si Binay. #iiyaknayan https://t.co/uy8oU7Jskt",1
"Canadian Liberal Party: Justin Trudeau
Liberal Socialist (running under Democrats): Bernie Sanders
Partido Liberal: Mar Roxas

Sobrang mali.",1
"Bakit itinatalaga mo ang isang tao sa isang tungkulin.",0
"wtf binay!  #JumpInPUP #SmartJumpInDanceOff3  https://t.co/Bf8qYztLDQ",1
"Only Binay daw o hahahaha. Kaya ayokong nanonood ng TV e, ang daming di magagandang tanawin. -_-",1
"There would be a People Power if Mar Roxas will win. ??
#DayaangDILAW",1
"To be of a certain fath, may it be Christianity or Islam, is to be Human.",0
"Larawan mula sa OMG Balita Pinayuhan din ni Lynne ang kaniyang kaibigan na maghanap ng trabaho sa ibang bansa kung nais niya talaga ng isang branded bag para na din malaman niya kung gaano kahirap ang trabaho ng mga OFWs para lamang kumita ng pera at lumayo pa sa kanilang mga pamilya para mabigyan ito ng magandang buhay.",0
"Ang pangulo ko ay si Mar Roxas dahil siya ang aking tagapagligtas. Repost this! magkakaroon ka ng sobre at... https://t.co/LkfwtqORpR",1
"habang nagaganap ang lahat ng ito Delima: Salamat sa tulong mo.",0
"The fact that we are even discussing the probability of a Binay, Marcos, Duterte Administration is horrifying.",1
"Binay is unbelievable! Halos lahat libre. AS IF! ?? #PiliPinasDebates2016",1
"We are just presiding a committee,"" paliwanag ni Aquino.",0
"Tang ina, so tired to hear Binay's advertisement.",1
"sinong may nagawa na(ng kalokohan) sinong may magagawa pa(ng kalokohan) no to binay.. #NoToBinay2016  https://t.co/m8tbTeOo1c",1
"Pati ang mga may-asawa na ay hindi daw pinaliligatas.",0
"@JAYDEEAF @jayyypanget Only Binay can touch my skin,who touches yours? HAHAHAHA di to fb haha",1
"RT PinoyNewsLIVE: 'Don't cheapen the presidency,' Duterte tells Poe's camp #Halalan2016 https://t.co/sadxacM6gf https://t.co/yuBEDQL3IK |…",0
"Yes may nagawa siyang mali pero as we all know grabe ang social media shaming.",0
"""The government envisions to do an impressive hosting of the games, showcase Philippine ingenuity by using creative Filipino designers and performers,"" sabi ni Senator Angara.",0
"As always, annoying na naman ang bagong campaign ad ni Binay. ??????",1
"You know Dutertards went full retard when they mistake Undergraduate for not really graduating. Not a Roxas fan but my gahd",1
"Binay, Escudero meet in Davao https://t.co/VTGJSxGTH3 #TheFilipinoVotes https://t.co/SjlkqLwr2l",0
"Ydptrrr akun tsura sang 4thyr hahahahaha nawawalang anak ni Binay ???????????????? https://t.co/xz22VDQp3M",1
"""No hate po, shinare ko lang experience ko pero di ako nagrereklamo.",0
"BINAY!! ????
#PSYBaligtaran 
#PushAwardsKathNiels",1
"Tangina mo Binay masyado ka naman makapamintas sa sarili mo pwe!",1
"Negro man ako pero hindi kita susuportahan binay ./.",1
"But as I reflect on it, perhaps it is no more than a microcosm of the way someone has left an entire city in shambles,"" sabi ni Leballa.",0
"@PinoyNewsLIVE ang makati baluarte ng binay kaya kakampihan tlga nila yang si binay tsk tsk",1
"Napaka desperado na ng kampo ni Pnoy para sabihin na magsama sama sila Mar, Poe, Binay &amp; Santiago laban kay Duterte. Grabe.",1
"6. Sam Smith
7. Magpakailanman
8. Only Binay
9. Cara Kendall On PH 2016
10. Sharon

2015/11/21 22:33 PHT #trndnl https://t.co/dRwxiUtCOV",0
"RT @serjordy: PUNYETA YUNG NEW ADS NI BINAY! -_- 
ONLY BINAY? YEAH ONLY BINAY! NOGNOG, PANDAK, LAKI SA HIRAP PERO KURAP!",1
"Ano bang pinupunto ni Binay? You are part of the current admin. May naitulong ka ba talaga?",1
"Kung may Anti-Duterte Ad
dapat may Anti-Roxas Ad, Anti-Poe Ad, Anti-Binay Ad at Anti-Santiago Ad para FAIR!!!",1
"tangina Binay wala kang sinagot",1
"WATCH: Mar Roxas @MARoxas grilled on CNN https://t.co/FyLTDrwbtk #RememberYolanda #RememberHaiyan #YolandaPH #Haiyan #neverforget",1
"Fcking hate how Binay uses his no income tax bullshit in his advertisements. As if the same will be an automatic law if he gets elected. ??",1
"Dagdag ng lalaki, ayaw niyang magcommute ang kanyang nobya dahil baka doon pa mahawa ng virus.",0
"Dapat sa kanya #ArtikuloUno. Isama ang LP. #NoToMarRoxas @ChiliMedley @indayevarona @Doc4Dead @cfherrera_mst  https://t.co/FjnpUGnZHw",1
"MAR ROXAS PWEDE BA!! ??",1
"@_tzisimon si Binay :(",0
"Sa hindi nya inaasahang pangyayari ay malaki ang naging pagbabago sa buhay ng taong pulubi na kanyang tinulungan.",0
"Erap: I'd run for President if Binay &amp; Poe get disqualified by Comelec. If that's his motivation, never mind running. ??   #Halalan2016",1
"When UPLB iskos roasted binay everone is happy. When it's dutertes turn, everyone thinks that is way too disrespectful. DOUBLE STANDARDS.",1
"Oh c'mon Karen Davilla its just a joke wag kang bastos! Oo si Sec. Mar Roxas Presidente mo! Favoritism! #KarenDavilla",1
"sana di magbago tingin niyo sa akin kasi tangina naimagine ko na si Binay si Christian Grey tangina i quit 

kadiri gago :(((",1
"""Tutuy"" ang palayaw ni Vice sa kanyang pamilya at mga taong malapit sa kanya.",0
"Do you feel bad or mad for Mar Roxas? I feel both. #AyawSaDILAW",1
"Kilala rin siya bilang isang magaling na social media influencer sa pagiging matapang at palaban na mga pahayag nito sa ibat-ibang uri ng usapin.At ngayon nga ay naglabas muli si Atty.",0
"""...Binay: Puro Ho Allegations lang yun, wlang pruweba..."" - Oo isa kang ALLIGATOR sa Kuweba #ALDENvasionIn3Days #ALDUBTagapagmana",1
"Wala kayong mauuto sa mga tactics mo Mar Roxas. ? Giving false information to get votes. Kapal ng mukha! #DayaangMatuwid #DayaangDILAW",1
"Nasa kikod niya lang kami.",0
"Mar Roxas is here ! @ Poblacion, Zone 1 ( Javier, Leyte) https://t.co/smLLWBGZN1",0
"Nakakabadtrip talaga manuod ng tv ngayon.Nababadtrip ako panloloko at KaEpalan ng campaign ads nnyo Mar,Binay,Poe!Paawa at madrama!????",1
"Enough of the Politics.",0
"Saka bukas pwede ka ng magreport for work.",0
"@thatguySLATER lagot ka kay binay ??",1
"Hindi maiiwasan na may mahabag at gusting tumulong sa bata sa pamamagitan ng pagpapadala.",0
"Para kang si mar roxas e puro ka paninira ng kapwa. Lel",1
"Maja Salvador Larawan mula sa LionHeart TV Isang kilalang dancer at magaling na actress si Maja Salvador sa kanyang henerasyon ngayon.",0
"@markanthonyqui5 oo anak ako ni binay hahahaha magkasing kulay kami hahaha",1
"Hinikayat naman ni teacher Panguelo ang ibang nais maging isang lisensyadong guro na huwag mawalan ng pag-asa at lalo pang magsumikap upang makakuha ng LET.",0
"Maski nga pari, mga European countries, Canada, sa mga ibang issue.",0
"Sayang effort lumuwas ng maaga at magbyahe.",0
"Kanina ay binunyag na ni Presidential Spokesperson Harry Roque na isa sa mga tinitignan na hakbang ng gobyerno pagpapatupad ng total lockdown.",0
"Ang naturang video ay unang nakita sa Instagram stories ang nakatatandang kapatid na si Gretchen Barretto, na syang kaalitan ngayon ni Marjorie.",0
"And grabe nmn kayo, bati cute na cute na Pic Asso na pet ng tita ko POPOLITIKAHIN niyo?",1
"I do believe that when you rely on God during difficulty and danger, He will give you confidence and power.",0
"Hanggang sa kinuha nya ung loob ng kapatid ko at nagkakuhaan na nga sila ng loob.",0
"Ayon sa dating news director ng Kapamilya network, bumalik na raw sa gobyerno ang nasabing frequency.",0
"""Sa tingin ko gusto niya (Robredo) atang i-baby ang drug lords, gusto niya ata paramihin?...",0
"#F*ckThisGovernment,"" Hindi naman napigilan ng isang netizen na sumagot sa post ni Escalante.",1
"Roxas to Poe mag usap tayo dala ka food ?? Desperate na si Mar ???? Sorry kasi SOLID kami ky Mayor Duterte!",1
"""Sarah Elago, Salot sa Bayan!",1
"""The least I can do is give a job to someone who may be out of work at the moment and wanting to work from home.""",0
"Paano makukuha ang inyong premyo?",0
"As in saradong sarado yung palad ko.Natapos yung service ng church.",0
"Nagpahayag naman ng sentimiento ang mga netizens na nakasaksi sa nasabing video ni Marjo.",0
"The sharing and posting of such videos are punishable under Cyber libel under Republic Act No.",0
"@tomas_md @bilbil si Binay pagkamayin mo.

Di magtataka yung mga tao eh. The one of us mentality.",1
"""We expect our revenues to fall.",0
"""This is the sickest I've ever been and it's the most scared I've ever been.",0
"Ngayon ay tumigil muna si Galapon sa serbisyo at nabubuhay sa paggawa ng duyan.",0
"I am a true LGBTIQ+ advocate and I have yet to say this, just because palagi mo kasama ang mga bakla ay pro-LGBTIQ+ ka na.",0
"Sumunod ay ang Sweden na may 86 points.",0
"ang dumi -dumi niyo poe
#HakotPaPoe #notopoe walang disiplina

#DUTERTEpresidenteKO ???? Cayetano VP Ko https://t.co/ulHc2AS63Q",1
"Pareho po tayong walang ibang hangad kundi ang mapabuti ang serbisyo nito para sa ikagiginhawa ng Pilipino.",0
"Roxas and trillanes, bilang na lang ang masasayang araw nyo *evil laugh*",1
"Duterte don't need you guys! Lakas makapanira nila Roxas, Poe and Binay. Eh ano bang nagawa nila aber? ?? 

People need DUTERTE!!! ??",1
"uy duterte di ba nag submit ka lang ng candidacy dahil hindi disqualified si poe? psst wala na daw sya oh ha ha ha jk",1
"Salamat sa inyong tabang ug prayers.",0
"di ko na mapigilan di magsalita kasi SOBRA NA.",0
"@bcmlle tang ina binay umuwi ka na sa planeta mo",1
"ilang linggo nalang naman mawawala ka na sa senado.",1
"Mar Binay pakamatay na lang kayo",1
"#IkawNaBaRoxas ngayong umaga. Kapanayam ni Mike Enriquez ang ating pambato, Mar Roxas, sa DZBB https://t.co/wjIXYOwZ0j",0
"Tulad nalang ng naging karanasan na ibinahagi ni Zara Tacay sa kanyang Facebook account, kung saan inilahad niya kung paano gumalaw at umatake ang mga online scammers.",0
"Larawan mula sa Facebook post ni Chris Asuncion Isang netizen ang nagbahagi ng kanyang nasaksihan na eksena sa isang jeep na tinanggihan umano pasakayin ng driver dahil matanda at bawal pang lumabas.",0
"Walang maiiwan ika nga.",0
